34237,6,15,2002,18,"PB","M",26,18
23103,12,3,1995,16,"PP","F",21,14
11969,11,15,1986,18,"DM","M",37,49
6402,8,15,1982,24,"PM","M",20,25
20554,12,22,1992,4,"DM","M",32,
21023,7,15,1993,9,"OL","F",21,25
35175,11,10,2002,15,"DO","F",34,42
9889,1,20,1985,1,"DO","F",35,39
7340,2,26,1983,18,"DO","M",37,53
27059,10,26,1997,8,"OT","M",20,25
15925,4,2,1989,14,"DM","M",38,
33095,11,17,2001,21,"PB","M",27,34
30546,3,5,2000,8,"PP","F",22,14
5260,1,24,1982,11,"DM","F",36,56
13845,1,23,1988,20,"RM","M",16,8
27997,5,29,1998,3,"PP","M",21,19
2711,3,9,1980,19,"PE","F",,23
162,9,11,1977,6,"DM","F",39,45
19881,4,4,1992,17,"DM","M",36,
28466,8,23,1998,14,"DM","F",34,42
25917,5,11,1997,3,"DM","M",36,45
631,2,19,1978,5,"OT","M",20,25
34502,7,13,2002,21,"PB","F",26,33
23368,2,24,1996,2,"DM","M",40,55
6667,10,23,1982,3,"DM","M",37,43
4118,4,5,1981,23,"RM","F",,17
32422,8,25,2001,17,"DM","M",36,41
21288,12,14,1993,12,"DM","F",36,39
35440,12,29,2002,17,"DM","F",27,44
4587,6,5,1981,22,"DS","M",51,123
18739,6,13,1991,24,"AH",,,
27324,12,28,1997,17,"OT","M",21,27
10623,7,24,1985,2,"DM","F",35,33
33360,1,12,2002,18,"PB","M",28,44
16659,11,4,1989,19,"SF","M",27,50
30811,6,4,2000,3,"PB","M",26,21
25244,3,15,1997,18,"RM","M",15,9
14110,2,22,1988,4,"DM","M",36,40
11561,6,4,1986,14,"OL","F",19,36
28731,10,24,1998,24,"PM","F",21,24
3445,11,8,1980,11,"DS","M",51,127
12030,11,16,1986,1,"DM","M",34,31
26182,6,11,1997,22,"DM","M",38,47
34767,10,5,2002,1,"PP","F",23,22
9481,8,25,1984,17,"DM","F",35,43
18066,11,11,1990,11,"DM","F",37,42
6932,10,24,1982,9,"DM","F",35,48
24102,6,14,1996,9,"DO","M",34,48
32687,9,22,2001,7,"PP","M",22,19
21553,4,11,1994,10,"RM","F",16,10
15986,5,9,1989,19,"PE","M",20,22
4852,9,30,1981,14,"DM","F",36,42
19004,8,8,1991,8,"DM","F",38,40
2303,1,15,1980,19,"RM","F",18,9
10888,10,13,1985,8,"DO","F",35,45
19473,12,8,1991,13,"RM","F",15,7
16924,1,6,1990,6,"PF","M",16,7
25509,4,12,1997,1,"DO","F",35,55
223,9,13,1977,8,"DS","F",50,
14375,4,18,1988,17,"OT","F",20,28
8808,12,9,1983,11,"DM","F",35,32
23429,2,25,1996,4,"PF","M",16,9
12295,2,1,1987,13,"DM","M",35,50
9746,12,30,1984,7,"",,,
18331,2,16,1991,19,"PF","M",15,8
1630,2,24,1979,8,"DS","F",50,
35501,12,31,2002,4,"DO","M",33,48
32952,10,14,2001,11,"PP","F",22,18
7666,4,16,1983,17,"DS","M",50,130
16251,7,3,1989,23,"RM","M",,10
30403,2,6,2000,13,"PB","F",23,29
5117,12,31,1981,24,"NL","F",33,134
2568,3,9,1980,9,"OL","F",,34
30872,6,4,2000,8,"PP","F",21,18
28323,8,22,1998,2,"DM","M",36,45
3037,6,2,1980,7,"DM","F",36,53
25774,5,10,1997,17,"DM","F",36,43
488,12,11,1977,12,"DM","M",37,41
9073,5,12,1984,13,"DM","F",38,46
34828,10,5,2002,22,"PB","F",27,36
23694,4,14,1996,21,"PF","F",16,9
6993,11,21,1982,13,"DM","F",35,42
21145,9,17,1993,13,"CB",,,
29730,6,12,1999,18,"PB","M",24,19
1895,7,4,1979,15,"PP","F",20,16
10480,6,15,1985,24,"DM","M",35,41
19065,9,10,1991,24,"OT","F",21,37
33217,11,18,2001,16,"DO","F",34,46
27650,3,2,1998,8,"DO","M",39,
16516,10,7,1989,11,"SH","M",26,38
13967,1,24,1988,5,"RM","M",17,9
31137,7,22,2000,17,"DM","M",37,45
14436,4,19,1988,12,"DM","M",37,49
28588,9,20,1998,7,"PM","F",19,26
3302,9,8,1980,2,"DM","M",35,45
11887,9,7,1986,2,"NL","M",33,177
20472,10,19,1992,14,"DM","M",36,37
9338,7,4,1984,11,"DO","F",35,57
26508,7,9,1997,6,"PB","M",26,30
35093,11,10,2002,11,"DO","M",37,62
23959,5,24,1996,5,"DM","F",38,49
18392,2,17,1991,14,"DM","M",36,39
7258,1,13,1983,1,"DO","M",35,52
21410,2,21,1994,11,"RM","F",18,10
4709,7,30,1981,8,"OL","F",19,31
13294,8,26,1987,4,"DM","M",33,29
21879,11,1,1994,2,"DM","M",36,44
19330,11,15,1991,4,"DM","M",37,50
27915,5,28,1998,7,"PP","F",22,19
16781,12,4,1989,22,"DM","M",36,52
11214,12,8,1985,1,"DM","F",37,44
80,8,19,1977,1,"DS","M",48,
33951,5,15,2002,1,"NL","F",30,138
25835,5,10,1997,20,"PP","F",22,20
14701,7,15,1988,15,"PE","F",21,21
12152,12,15,1986,9,"DM","F",35,46
20737,3,18,1993,11,"DM","M",36,50
29322,3,14,1999,12,"OT","M",20,26
4036,4,5,1981,22,"DM","M",,38
26773,9,27,1997,2,"DM","M",36,49
35358,12,8,2002,13,"PB","M",27,49
10072,3,16,1985,6,"DO","F",37,45
18657,5,13,1991,17,"DO","M",36,40
32809,10,13,2001,1,"DM","M",37,44
7523,3,14,1983,11,"DM","F",36,49
4974,11,22,1981,11,"NL","M",,186
33278,12,15,2001,22,"PB","F",26,32
22144,3,5,1995,11,"DM","M",,
30729,6,3,2000,1,"PB","F",25,28
5443,2,23,1982,14,"DM","M",36,54
28180,7,18,1998,1,"PP","M",,10
2894,4,18,1980,24,"RM","F",,9
11479,5,10,1986,20,"DM","M",38,46
345,11,12,1977,22,"DM","F",34,45
17515,5,24,1990,11,"DO","M",36,51
26100,6,10,1997,8,"PP","M",21,12
14966,10,8,1988,12,"DO","F",36,55
9399,7,31,1984,12,"DM","F",36,46
23551,3,23,1996,20,"PP","M",24,19
32136,5,27,2001,14,"DM","F",35,50
4301,4,6,1981,13,"DS","F",,133
12886,6,30,1987,6,"DO","M",36,43
10337,4,21,1985,5,"DM","M",38,51
30056,11,7,1999,10,"",,,
18922,8,7,1991,18,"PP","M",22,24
7788,4,17,1983,2,"PM","M",20,19
2221,11,18,1979,15,"DM","F",35,45
16373,7,30,1989,8,"DS","M",,
33543,2,10,2002,14,"DM","M",36,48
16842,12,5,1989,11,"RM","F",17,10
30994,7,2,2000,3,"PB","F",25,33
5708,4,28,1982,22,"DS","M",48,130
3159,7,22,1980,12,"DM","M",37,54
22878,10,28,1995,2,"PP","F",19,13
11744,8,9,1986,12,"NL","M",33,180
28914,11,22,1998,14,"DM","F",34,41
26365,7,9,1997,9,"DM","F",35,41
1079,7,8,1978,18,"DS","M",50,106
9664,10,21,1984,5,"OL","M",21,29
23816,4,15,1996,3,"OL","F",21,23
15700,3,12,1989,22,"DS","F",52,101
24285,8,14,1996,22,"PP","M",23,16
21736,8,18,1994,6,"PF","F",15,8
30321,2,5,2000,19,"PB","F",25,23
19187,10,11,1991,9,"PE","M",20,20
2486,2,25,1980,13,"DM","M",36,48
33808,4,16,2002,13,"OT","F",21,22
28241,7,18,1998,12,"PP","M",20,12
17107,1,30,1990,4,"DS","M",50,132
31259,8,25,2000,20,"PB","F",26,22
406,11,14,1977,12,"NL",,,
14558,6,11,1988,12,"DO","F",36,49
23143,12,21,1995,19,"PP","M",22,17
31728,1,21,2001,19,"PP","M",20,11
29179,2,20,1999,12,"DM","M",35,46
12478,4,4,1987,23,"PM",,,
26630,7,29,1997,19,"PP","M",21,17
21063,8,20,1993,13,"PP","F",20,17
35215,12,7,2002,17,"PB","F",25,29
9929,2,16,1985,16,"DM","M",37,37
7380,2,27,1983,22,"DM","F",34,38
24550,10,12,1996,12,"PF","M",16,7
7849,5,14,1983,20,"NL","F",31,151
22001,1,11,1995,2,"DO","M",36,41
30586,4,30,2000,1,"PP","M",24,21
5300,1,25,1982,3,"PF","F",15,7
13885,1,23,1988,22,"DS","F",51,144
2751,3,21,1980,12,"NL","M",,97
19921,4,5,1992,8,"DO","F",34,51
28506,9,19,1998,19,"PB","M",25,24
17372,4,24,1990,18,"PE","F",21,24
11805,8,10,1986,13,"DM","F",36,55
671,3,11,1978,2,"PE","M",20,28
14823,8,10,1988,13,"PE","F",21,18
34542,7,14,2002,3,"PB","F",26,27
6707,10,23,1982,12,"DM","M",38,45
15292,12,14,1988,10,"RM","M",16,11
12743,5,28,1987,15,"PM","M",20,20
21328,2,1,1994,1,"DM","F",36,41
10194,4,20,1985,22,"OT","M",19,29
4627,7,7,1981,17,"DS","F",48,89
19248,11,13,1991,18,"RM","F",16,12
33400,2,9,2002,1,"DO","M",37,60
8114,7,17,1983,6,"DM","M",37,44
5565,3,29,1982,10,"RM","F",16,14
14150,2,22,1988,3,"RM","F",16,10
31320,8,26,2000,9,"DM","F",36,39
28771,10,25,1998,11,"PB","M",27,35
3485,11,9,1980,14,"DM","F",36,32
12070,11,16,1986,9,"DM","M",34,36
26222,6,11,1997,21,"PB","M",28,29
936,5,19,1978,10,"",,,
26691,7,30,1997,14,"DM","M",34,39
24142,6,14,1996,3,"PP","M",24,22
32727,9,23,2001,6,"OT","M",20,23
21593,5,19,1994,8,"DO","M",37,54
4892,10,24,1981,12,"DM","M",36,44
30647,4,30,2000,17,"DM","M",37,46
19513,12,8,1991,13,"OL","M",20,34
33665,3,14,2002,4,"DM","M",36,53
2812,3,22,1980,13,"DS","M",47,90
16964,1,7,1990,13,"RM","M",17,11
25549,4,12,1997,17,"OT","M",21,30
34134,5,16,2002,8,"DO","F",35,47
31585,11,26,2000,9,"OT","M",20,27
6299,7,27,1982,16,"RM",,,
14884,9,11,1988,21,"",,,
29036,1,16,1999,2,"DM","M",36,44
23469,2,25,1996,13,"PF","M",16,10
12335,3,1,1987,14,"DM","F",36,46
9786,12,31,1984,5,"DM","F",35,33
26956,10,25,1997,18,"RM","M",17,
10255,4,21,1985,3,"OL","F",21,32
24407,9,21,1996,2,"DM","F",35,42
32992,10,14,2001,13,"PB","M",28,40
7706,4,16,1983,13,"PF","M",17,7
16291,7,4,1989,14,"DM","M",,41
5157,12,31,1981,13,"DM","M",36,45
22327,6,8,1995,14,"DM","F",36,22
30912,7,1,2000,2,"OT","M",20,23
19778,3,7,1992,4,"DM","M",37,32
14211,3,20,1988,22,"DM","M",38,50
3077,6,22,1980,22,"DS","F",50,102
17229,2,25,1990,8,"DM","F",35,40
528,1,8,1978,20,"DS","M",51,122
9113,5,12,1984,20,"DM","M",38,49
17698,7,22,1990,8,"OT","M",18,14
15149,11,6,1988,9,"DM","M",37,46
23734,4,15,1996,16,"DM","F",31,30
12600,4,6,1987,15,"AB",,,
7033,11,21,1982,10,"",,,
29770,6,13,1999,3,"PB","F",27,26
21654,6,15,1994,16,"",,,
10520,6,16,1985,1,"DS","F",54,120
7971,6,17,1983,20,"DM","F",36,
16556,10,8,1989,4,"DM","F",36,39
25141,2,9,1997,5,"PM","F",21,16
33726,3,14,2002,15,"PP","M",22,17
22592,8,27,1995,3,"PP","F",23,19
31177,7,23,2000,16,"",,,
5891,5,21,1982,22,"DS","M",48,65
14476,5,14,1988,17,"SH","M",26,96
28628,9,21,1998,11,"PP","M",22,13
3342,10,11,1980,21,"OT","F",20,22
793,4,9,1978,4,"DS","F",49,121
29097,1,17,1999,3,"PB","F",26,35
17963,10,17,1990,14,"DM","M",36,39
26548,7,29,1997,17,"DM","M",37,49
1262,9,4,1978,5,"DM","F",36,39
35133,11,10,2002,9,"DM","M",36,47
23999,5,24,1996,10,"RM","M",18,12
7298,1,13,1983,1,"DM","F",35,34
13334,8,26,1987,4,"SS",,,
33053,11,17,2001,19,"OT","M",21,21
21919,11,2,1994,9,"DM","F",36,42
10785,9,22,1985,11,"DM","F",33,36
5218,1,24,1982,11,"NL","M",34,168
19370,12,7,1991,23,"RM","M",16,11
27955,5,29,1998,6,"PB","M",27,35
120,8,21,1977,20,"DM","M",35,
33991,5,15,2002,19,"PP","F",22,18
8705,12,8,1983,12,"RM","F",15,7
31442,9,30,2000,23,"",,,
6156,7,25,1982,1,"OT","M",,21
25875,5,11,1997,15,"PP","F",22,21
14741,7,15,1988,10,"",,,
3607,12,16,1980,13,"DM","F",36,40
12192,1,31,1987,20,"RM","F",15,9
29362,3,14,1999,22,"PB","F",26,30
12661,4,25,1987,6,"DO","F",35,50
26813,9,27,1997,1,"DO","F",33,47
1527,12,3,1978,6,"DS","F",50,111
35398,12,29,2002,2,"PB","F",26,27
18697,5,14,1991,8,"DM","M",35,49
7563,3,15,1983,1,"DO","F",34,52
24733,11,17,1996,15,"RM","F",17,12
33318,12,16,2001,14,"",,,
22184,4,1,1995,17,"DM","M",37,55
5483,2,24,1982,2,"DM","M",34,44
19635,1,9,1992,10,"RM",,,
11519,5,11,1986,8,"DS","F",49,103
20104,7,3,1992,7,"AH",,,
34256,6,15,2002,17,"DM","F",36,26
17555,5,25,1990,14,"DM","F",35,45
26140,6,11,1997,21,"PF","M",15,9
15006,10,9,1988,5,"OT","F",21,24
32176,6,25,2001,12,"DM","F",34,33
29627,5,16,1999,3,"PB","F",26,21
24060,6,13,1996,7,"PP","M",22,19
12926,6,30,1987,14,"PM","M",20,22
27078,10,26,1997,14,"DM","M",36,50
10377,5,23,1985,6,"SS",,,
18962,8,8,1991,10,"PC",,,
27547,3,1,1998,17,"AH",,,
24998,2,8,1997,1,"DO","M",35,56
33583,3,13,2002,2,"NL","M",32,136
8297,9,10,1983,17,"DM","F",36,37
22449,7,20,1995,2,"PP","F",19,9
16882,1,6,1990,23,"RM","F",17,9
31034,7,2,2000,9,"PP","F",22,19
5748,4,28,1982,24,"DO","F",36,44
3199,8,13,1980,8,"OL","F",21,34
31503,10,1,2000,7,"",,,
20369,9,26,1992,1,"DO","F",34,55
3668,12,16,1980,8,"DS","M",51,140
17820,9,22,1990,7,"RM","F",,13
26405,7,9,1997,13,"PF","M",16,10
1119,8,4,1978,12,"NL","M",33,189
9704,10,21,1984,3,"OL","F",20,36
15740,3,13,1989,20,"RM","M",17,11
24325,8,14,1996,21,"PP","F",24,21
13191,7,26,1987,8,"DM","M",,48
7624,3,15,1983,3,"DM","F",35,48
10642,8,19,1985,18,"OL","F",22,28
30361,2,6,2000,3,"PB","M",26,39
2526,2,25,1980,24,"OL","M",21,37
11111,12,7,1985,14,"DM","F",36,38
33848,4,17,2002,3,"DM","M",36,50
8562,11,12,1983,13,"DS","M",50,118
17147,2,24,1990,7,"PE","M",22,26
6013,6,28,1982,6,"PF","M",,7
446,12,10,1977,2,"OT",,,
31768,1,22,2001,11,"DM","M",36,45
15067,11,5,1988,1,"DM","F",37,43
29219,2,20,1999,21,"DM","M",36,50
3933,3,8,1981,13,"DS","F",47,66
1384,10,8,1978,13,"DS","F",48,106
9969,2,16,1985,6,"DO","M",34,47
27139,11,22,1997,14,"DM","F",36,43
24590,10,12,1996,1,"DO","F",37,38
7889,5,15,1983,9,"PF","M",16,8
22041,2,4,1995,20,"AB",,,
22510,7,21,1995,5,"RM","F",18,13
19961,5,2,1992,2,"SO","F",30,82
28546,9,20,1998,1,"DO","F",37,61
17412,4,25,1990,16,"RM","M",17,9
711,3,13,1978,18,"DM","F",37,44
34582,7,14,2002,11,"DO","M",36,42
32033,4,22,2001,5,"",,,
26466,7,9,1997,4,"SS",,,
15332,1,10,1989,1,"UP",,,
29484,4,17,1999,22,"DM","F",33,34
12783,5,28,1987,22,"DM","F",36,54
21368,2,3,1994,14,"DM","M",38,43
29953,11,6,1999,12,"PP","M",22,18
27404,12,29,1997,8,"DO","F",35,43
2118,10,25,1979,4,"DS","M",48,130
10703,8,20,1985,9,"DM","M",36,43
24855,12,18,1996,12,"DM","M",38,50
19288,11,14,1991,24,"RM","F",16,16
8154,7,17,1983,11,"DM","M",35,46
5605,3,30,1982,6,"DS","F",49,160
33909,4,17,2002,15,"PP","F",22,15
22775,9,24,1995,11,"DM","F",33,44
6074,6,29,1982,13,"DM","M",36,39
20226,7,31,1992,4,"PP","M",22,12
28811,11,21,1998,12,"DO","F",33,46
3525,11,9,1980,2,"DM","M",34,42
12110,12,14,1986,23,"RM","F",16,12
7,7,16,1977,2,"PE","F",,
740,4,8,1978,13,"OL","M",,
9325,7,4,1984,2,"CQ",,,
4,7,16,1977,7,"DM","M",36,
14152,2,22,1988,5,"DO","F",37,45
3018,5,25,1980,4,"DS","M",49,95
31322,8,26,2000,9,"DM","M",36,51
14621,6,12,1988,11,"PP","F",21,19
28773,10,25,1998,11,"DO","M",35,53
12072,12,14,1986,24,"DM","F",36,43
938,6,8,1978,20,"DM","M",38,46
34809,10,5,2002,19,"OT","F",20,30
29242,2,21,1999,4,"DM","F",35,39
12541,4,6,1987,9,"DO","M",36,48
6974,11,21,1982,15,"PE","F",21,24
15559,2,4,1989,18,"RM","F",18,10
35278,12,7,2002,20,"AH",,,
32729,9,23,2001,6,"PB","M",26,31
7443,2,27,1983,14,"DM","F",37,39
21595,5,19,1994,14,"DM","M",37,46
4894,10,24,1981,20,"PE","F",21,24
22064,2,4,1995,20,"AB",,,
5363,2,22,1982,17,"DM","M",37,49
